system_name,split,n_clips,pos_rate,threshold_source,ba_tuned_threshold,f1_tuned_threshold,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,f1_at_f1_tuned_threshold,balanced_accuracy_at_f1_tuned_threshold,trivial_f1,trivial_balanced_accuracy,predictions_path,status,regenerated_at
video_asd_ecapa_enrollment_runs/talknet_asd,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.05,0.1,0.3202,0.3702,0.3442,0.5687,0.9155,0.194,0.5685,0.7861,0.2792,0.5632,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/video_asd_ecapa_enrollment_runs/talknet_asd/enroll_test_predictions.csv,OK,2026-05-13T03:26:19+00:00
video_finetuned_talknet_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.01,0.8649,0.4682,0.6742,0.5159,0.7655,0.994,0.5234,0.7634,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/video_finetuned_talknet_runs/test_predictions.csv,OK,2026-05-13T03:26:18+00:00
vtc_ecapa_enrollment_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.25,0.18,0.8839,0.7661,0.8273,0.7722,0.8933,0.8746,0.8125,0.914,0.885,0.7449,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_ecapa_enrollment_runs/enroll_test_predictions.csv,OK,2026-05-13T03:26:19+00:00
vtc_ecapa_enrollment_runs_cross_child,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.5,0.5,0.0,0.1974,0.0971,0.5,0.0,0.0,0.5,0.754,0.0,0.5,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_ecapa_enrollment_runs_cross_child/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
vtc_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.25,0.165,0.8817,0.7863,0.8311,0.7943,0.8958,0.8682,0.8234,0.8976,0.8913,0.7776,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,OK,2026-05-13T03:26:14+00:00
vtc_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.25,0.135,0.8659,0.7605,0.8092,0.7674,0.8794,0.8528,0.8077,0.8898,0.8875,0.7666,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,OK,2026-05-13T03:26:14+00:00
vtc_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.2,0.1,0.89,0.7632,0.8292,0.7576,0.8813,0.8988,0.8021,0.9001,0.8958,0.7582,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,OK,2026-05-13T03:26:13+00:00
vtc_kchi_ecapa_enrollment_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.15,0.14500000000000002,0.8715,0.7677,0.8216,0.797,0.9175,0.8299,0.826,0.9228,0.8715,0.797,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_kchi_ecapa_enrollment_runs/enroll_test_predictions.csv,OK,2026-05-13T03:26:18+00:00
vtc_kchi_ecapa_enrollment_runs_cross_child,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.5,0.5,0.0,0.1974,0.0971,0.5,0.0,0.0,0.5,0.754,0.0,0.5,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_kchi_ecapa_enrollment_runs_cross_child/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
vtc_kchi_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.2,0.20500000000000002,0.8708,0.7874,0.8265,0.8155,0.9216,0.8253,0.8485,0.9105,0.8698,0.8147,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_kchi_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,OK,2026-05-13T03:26:18+00:00
vtc_kchi_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.15,0.12000000000000001,0.8569,0.7663,0.8081,0.7912,0.9055,0.8132,0.8269,0.9041,0.8588,0.7873,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_kchi_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,OK,2026-05-13T03:26:18+00:00
vtc_kchi_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.05,0.1,0.8834,0.7834,0.8354,0.8083,0.9204,0.8492,0.8398,0.9196,0.8829,0.8126,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/vtc_kchi_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,OK,2026-05-13T03:26:19+00:00
whisper-modeling/usc_sail_enrollment_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.3,0.21000000000000002,0.851,0.6429,0.751,0.632,0.8182,0.8866,0.6581,0.8125,0.8717,0.6226,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/whisper-modeling/usc_sail_enrollment_runs/enroll_test_predictions.csv,OK,2026-05-13T03:26:12+00:00
