system_name,split,n_clips,pos_rate,threshold_source,tuned_threshold,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,trivial_f1,trivial_f1_macro,trivial_balanced_accuracy,predictions_path,metrics_json_path,status,regenerated_at
mil/mil_results/whisper_mil_cross_child_kfold3_f2,seen_child_test,718,0.7451,val-tuned,0.5,0.8925,0.7717,0.8309,0.7585,0.8703,0.9159,0.8657,0.9423,0.854,0.427,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_kfold3_f2/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_cross_child_synth,seen_child_test,496,0.754,val-tuned,0.5,0.8568,0.5388,0.7004,0.5496,0.7737,0.9599,0.7049,0.8605,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_cross_child_synth_cap0p5x,seen_child_test,496,0.754,val-tuned,0.5,0.893,0.7178,0.8068,0.689,0.8349,0.9599,0.8751,0.9521,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap0p5x/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap0p5x/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_cross_child_synth_cap1x,seen_child_test,496,0.754,val-tuned,0.5,0.887,0.7002,0.7951,0.674,0.8283,0.9545,0.8082,0.9236,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap1x/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap1x/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_cross_child_synth_cap2x,seen_child_test,496,0.754,val-tuned,0.5,0.8517,0.5284,0.6926,0.5415,0.7706,0.9519,0.6591,0.8401,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap2x/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_cap2x/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_cross_child_synth_v1,seen_child_test,496,0.754,val-tuned,0.35,0.8594,0.4378,0.652,0.5028,0.7551,0.9973,0.5893,0.7804,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_cross_child_synth_v3,seen_child_test,496,0.754,val-tuned,0.5,0.8612,0.538,0.7022,0.5509,0.774,0.9706,0.7361,0.8837,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v3/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v3/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_cross_child_synth_v3_2k,seen_child_test,496,0.754,val-tuned,0.5,0.8538,0.4707,0.6653,0.5126,0.7588,0.9759,0.6292,0.8231,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v3_2k/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v3_2k/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_cross_child_synth_v4,seen_child_test,496,0.754,val-tuned,0.5,0.8799,0.6055,0.7449,0.5971,0.7923,0.9893,0.7795,0.9066,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v4/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_cross_child_synth_v4/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_hardneg,seen_child_test,441,0.7596,val-tuned,0.5,0.8688,0.7048,0.79,0.6948,0.849,0.8896,0.8182,0.9292,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/whisper_mil_hardneg_synth,seen_child_test,441,0.7596,val-tuned,0.5,0.894,0.7579,0.8286,0.7427,0.8701,0.9194,0.8535,0.9438,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_hardneg_synth_v1,seen_child_test,441,0.7596,val-tuned,0.5,0.8769,0.6586,0.7719,0.6382,0.817,0.9463,0.8224,0.9314,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_hardneg_synth_v3,seen_child_test,441,0.7596,val-tuned,0.55,0.8831,0.7273,0.8082,0.7114,0.8547,0.9134,0.8443,0.9412,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v3/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v3/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_hardneg_synth_v4,seen_child_test,441,0.7596,val-tuned,0.55,0.8787,0.7046,0.795,0.6861,0.8415,0.9194,0.8388,0.9413,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v4/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_hardneg_synth_v4/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_kfold3_f0,seen_child_test,795,0.7346,val-tuned,0.45,0.8661,0.5793,0.7139,0.5834,0.7689,0.9914,0.8498,0.9308,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f0/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f0/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_kfold3_f1,seen_child_test,725,0.731,val-tuned,0.5,0.8905,0.7637,0.8223,0.7423,0.8493,0.9358,0.8608,0.9306,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_kfold3_f2,seen_child_test,663,0.7602,val-tuned,0.5,0.8897,0.7332,0.8146,0.7127,0.854,0.9286,0.8629,0.9421,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_kfold3_f2/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_layersum,seen_child_test,441,0.7596,val-tuned,0.7,0.8656,0.4513,0.6665,0.5094,0.7631,1.0,0.5951,0.7905,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_layersum/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_layersum/test_metrics_tuned.json,OK,2026-05-13T02:26:55+00:00
mil/mil_results/whisper_mil_lr1e-03_seed1,seen_child_test,441,0.7596,val-tuned,0.35,0.8889,0.7135,0.8046,0.6886,0.8404,0.9433,0.8574,0.9471,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-03_seed1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-03_seed1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_lr1e-03_seed2,seen_child_test,441,0.7596,val-tuned,0.5,0.8807,0.7408,0.8135,0.734,0.8692,0.8925,0.8543,0.9465,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-03_seed2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-03_seed2/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_lr1e-04_seed1,seen_child_test,441,0.7596,val-tuned,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.5839,0.782,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_lr1e-04_seed2,seen_child_test,441,0.7596,val-tuned,0.7,0.8645,0.4416,0.6612,0.5047,0.7614,1.0,0.5672,0.7668,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed2/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_lr1e-04_seed42,seen_child_test,441,0.7596,val-tuned,0.7,0.8649,0.4682,0.6742,0.5159,0.7655,0.994,0.559,0.7844,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed42/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr1e-04_seed42/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_lr3e-04_seed1,seen_child_test,441,0.7596,val-tuned,0.55,0.8801,0.5701,0.7311,0.574,0.7877,0.997,0.7304,0.8762,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_lr3e-04_seed2,seen_child_test,441,0.7596,val-tuned,0.6,0.8879,0.7208,0.8076,0.6983,0.8459,0.9343,0.8213,0.9277,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed2/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_lr3e-04_seed42,seen_child_test,441,0.7596,val-tuned,0.6,0.8865,0.6684,0.7816,0.644,0.8182,0.9672,0.8103,0.9174,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed42/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_lr3e-04_seed42/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_tsmil_concat,seen_child_test,436,0.7661,val-tuned,0.5,0.8959,0.7345,0.8204,0.7103,0.8556,0.9401,0.869,0.9444,0.8675,0.4338,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f0,seen_child_test,787,0.7408,val-tuned,0.45,0.8772,0.6537,0.7613,0.6342,0.7978,0.9743,0.8466,0.9362,0.8511,0.4255,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f0/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f0/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f1,seen_child_test,717,0.7336,val-tuned,0.6,0.8828,0.7271,0.7998,0.7028,0.8283,0.9449,0.849,0.9362,0.8463,0.4232,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_tsmil_concat_kfold3_f2,seen_child_test,657,0.7641,val-tuned,0.45,0.9044,0.7656,0.8389,0.7421,0.8695,0.9422,0.8806,0.9564,0.8663,0.4331,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_tsmil_concat_kfold3_f2/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_voiceconv_synth_full,seen_child_test,441,0.7596,val-tuned,0.45,0.8799,0.6809,0.7842,0.6588,0.8268,0.9403,0.8186,0.9314,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_full/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_full/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_voiceconv_synth_half,seen_child_test,441,0.7596,val-tuned,0.5,0.8867,0.7161,0.8047,0.6936,0.8437,0.9343,0.8164,0.9297,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_half/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_half/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_mil_voiceconv_synth_hardneg,seen_child_test,441,0.7596,val-tuned,0.45,0.8814,0.6993,0.7938,0.6779,0.8365,0.9313,0.826,0.937,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_hardneg/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_hardneg/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
mil/mil_results/whisper_tiny_mil,seen_child_test,441,0.7596,val-tuned,0.5,0.8803,0.6595,0.7742,0.638,0.8163,0.9552,0.7755,0.9126,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_tiny_mil/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_tiny_mil/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
pseudo_frame/results/audio2video_distilled,seen_child_test,441,0.7596,val-tuned,0.695,0.8696,0.5323,0.7075,0.5491,0.7783,0.9851,0.7379,0.8921,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/audio2video_distilled/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/audio2video_distilled/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
pseudo_frame/results/speaker_informed_asd,seen_child_test,441,0.7596,val-tuned,0.0849999999999999,0.904,0.7566,0.8331,0.7276,0.8579,0.9552,0.8708,0.9533,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/speaker_informed_asd/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/speaker_informed_asd/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
pseudo_frame/results/speaker_informed_asd_per_track,seen_child_test,441,0.7596,val-tuned,0.4899999999999999,0.885,0.6453,0.7698,0.6249,0.8094,0.9761,0.8033,0.9255,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/speaker_informed_asd_per_track/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/speaker_informed_asd_per_track/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
pseudo_frame/results/wavlm_pseudo_frame,seen_child_test,441,0.7596,val-tuned,0.55,0.8691,0.5108,0.6969,0.538,0.7739,0.991,0.8308,0.9372,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
pseudo_frame/results/wavlm_pseudo_frame_c1distill,seen_child_test,441,0.7596,val-tuned,0.1,0.8649,0.4682,0.6742,0.5159,0.7655,0.994,0.6902,0.8563,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_c1distill/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_c1distill/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f0,seen_child_test,795,0.7346,val-tuned,0.35,0.8521,0.491,0.6604,0.5313,0.7471,0.9914,0.8363,0.9268,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f0/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f0/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f1,seen_child_test,725,0.731,val-tuned,0.3,0.8466,0.4385,0.6271,0.5077,0.7341,1.0,0.7667,0.8913,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f1/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f2,seen_child_test,663,0.7602,val-tuned,0.55,0.8651,0.4737,0.6773,0.518,0.7669,0.9921,0.7833,0.9134,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f2/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
pseudo_frame/results/wavlm_pseudo_frame_synth,seen_child_test,441,0.7596,val-tuned,0.5,0.8673,0.5163,0.6985,0.5397,0.7746,0.9851,0.8061,0.9261,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_synth/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_synth/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
pseudo_frame/results/wavlm_pseudo_frame_synth_v1,seen_child_test,441,0.7596,val-tuned,0.45,0.876,0.559,0.7236,0.5663,0.7849,0.991,0.7631,0.9099,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_synth_v1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_synth_v1/test_metrics_tuned.json,OK,2026-05-13T02:26:56+00:00
pseudo_frame/results/whisper_pseudo_frame,seen_child_test,441,0.7596,val-tuned,0.45,0.8725,0.5354,0.7105,0.5521,0.7793,0.991,0.8806,0.9544,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
pseudo_frame/results/whisper_pseudo_frame_kfold3_f0,seen_child_test,795,0.7346,val-tuned,0.25,0.8519,0.4625,0.6452,0.519,0.7421,1.0,0.8876,0.9527,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f0/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f0/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
pseudo_frame/results/whisper_pseudo_frame_kfold3_f1,seen_child_test,725,0.731,val-tuned,0.05,0.8446,0.4223,0.6174,0.5,0.731,1.0,0.862,0.9365,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f1/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f1/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
pseudo_frame/results/whisper_pseudo_frame_kfold3_f2,seen_child_test,663,0.7602,val-tuned,0.85,0.8949,0.6862,0.7948,0.6567,0.8233,0.9802,0.9018,0.9654,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f2/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
pyannote/babar_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned,0.12,0.8652,0.7883,0.8185,0.7966,0.8846,0.8466,0.8258,0.8967,0.8212,0.4106,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_age_stratified/12_16m/12_16m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_age_stratified/12_16m/12_16m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/babar_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned,0.145,0.8723,0.7157,0.8193,0.7784,0.9396,0.814,0.8274,0.9493,0.9077,0.4538,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_age_stratified/34_38m/34_38m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_age_stratified/34_38m/34_38m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/babar_augmented/12_16m_ratio1.0,seen_child_test,234,0.6966,val-tuned,0.1,0.8526,0.7788,0.8078,0.7953,0.8926,0.816,0.8125,0.8502,0.8212,0.4106,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_augmented/12_16m_ratio1.0/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_augmented/12_16m_ratio1.0/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/babar_augmented/34_38m_ratio1.0,seen_child_test,207,0.8309,val-tuned,0.1,0.8262,0.67,0.7734,0.7663,0.9474,0.7326,0.7452,0.8861,0.9077,0.4538,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_augmented/34_38m_ratio1.0/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/babar_augmented/34_38m_ratio1.0/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/pyannote_age_stratified/12_16m/12_16m,seen_child_test,234,0.6966,val-tuned,0.165,0.8319,0.695,0.7488,0.686,0.8011,0.865,0.7349,0.8192,0.8212,0.4106,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/pyannote_age_stratified/12_16m/12_16m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/pyannote_age_stratified/12_16m/12_16m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/pyannote_age_stratified/34_38m/34_38m,seen_child_test,207,0.8309,val-tuned,0.16,0.8686,0.5749,0.7693,0.5704,0.8539,0.8837,0.5497,0.8431,0.9077,0.4538,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/pyannote_age_stratified/34_38m/34_38m/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/pyannote_age_stratified/34_38m/34_38m/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
pyannote/pyannote_enrollment_runs,seen_child_test,441,0.7596,val-tuned-alt,0.16,0.8575,0.651,0.7583,0.6379,0.8202,0.8985,0.6613,0.8257,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pyannote/pyannote_enrollment_runs/test_predictions.csv,,OK,2026-05-13T02:26:54+00:00
