child_visible_gpt4o,child_vocalizing_gpt4o,n_children_visible_mean,visual_quality_gpt4o,gpt4o_reasoning,n_frames_sampled,n_frames_api_error,model_used,cost_usd_estimate,clip_id
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young girl is sitting at a table and appears to be talking or singing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""Two children playing with toys at a table.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,59
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young girl is smiling and laughing while looking at her reflection in a mirror.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young girl is standing in front of a mirror, smiling and looking at her reflection.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,60
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is jumping in the air on a playground.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is swinging in a swingset, smiling and laughing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,61
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a swing seat swinging in the air.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a swing seat looking at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,62
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A young child is riding a sled in the snow, leaving tracks behind them.""
}; {
""child\_visible"": ""no"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 0,
""visual\_quality"": ""poor"",
""notes"": ""A young child is not visible in the image. The visual quality is poor, with no recognizable scene content.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,63
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting in a blue chair and looking at a toy car.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby sitting on a table playing with a toy car.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,64
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting on a sled in the snow, wearing a black coat and white boots. The child appears to be enjoying the ride and the snowy environment.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A young child is sitting in a red sled in the snow, wearing a black jacket and black pants. The child appears to be enjoying the ride and the snowy weather.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,65
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby in a grey and blue striped onesie is standing on a carpeted floor holding a white towel.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing on a rug in a living room, playing with a toy.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,66
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting at a table and eating food. He appears to be enjoying his meal.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy looking at the camera with a pink cheek.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,67
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby wearing a dinosaur pajama is standing in a room.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a basketball hoop in a room.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,68
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman holding a baby who is smiling and laughing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with toys on the floor.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,69
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing on a swing in a backyard.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting on the ground, wearing a blue jacket and a red shirt. They are not vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,70
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing in a room, looking down at the floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a toy in a hallway.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,71
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting in a chair and looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting in a chair and smiling at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,72
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is swinging on a swingset, smiling and laughing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is swinging on a swingset in a park.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,73
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A black remote control with many buttons on a table.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A child is playing with a toy in a room.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,74
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with toys on the floor.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A child is playing with toys in a room.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,75
,,,,"{
""child\_visible"": ""no"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 0,
""visual\_quality"": ""poor"",
""notes"": ""A young child is not visible in the image. The visual quality is poor, with no recognizable scene content.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman is sitting on the floor with a child in front of her. They are both smiling and laughing. A box of Huggies is on the floor in front of them.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,76
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman is walking down a hallway in a house. She is wearing a bikini and appears to be walking away from the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing in a room with a tile floor. They are not vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,77
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A child is standing on a slide at a playground.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy sitting on a blue slide at a playground.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,78
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting on the floor and putting on a sock. He is wearing pajamas and appears to be focused on the task at hand.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy wearing a blue shirt and pajamas is playing with a toy car.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,79
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is sitting on the floor and holding a bowl of corn.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is sitting on the floor with a bag of corn.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,80
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman and a child are playing with a toy. The child is not vocalizing.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is standing in a room, smiling and pointing at something.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,81
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is climbing down a slide at a playground.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is playing on a playground slide.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,82
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is eating a snack, possibly a yogurt drink, and appears to be enjoying it.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy looking at the camera and appears to be speaking.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,83
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy in a white shirt and khaki pants is standing in a living room, playing with a toy.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing in a living room, playing with a remote control.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,84
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is smiling and looking at the camera while in a bathtub filled with water.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy eating a piece of food in a bath tub.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,85
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy sitting on a couch with his fingers in his mouth.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy sitting on a couch with a woman. He is looking at the camera and appears to be vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,86
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a toy in a backyard.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy playing with a toy in a living room.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,87
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a life vest is standing on a pool deck and pointing at a ball in the pool.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child wearing a green life vest is swimming in a pool. The child is looking at the camera and appears to be enjoying their time in the water.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,88
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A man is walking with a child on a bicycle in a residential area.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy wearing a helmet and a white shirt is riding a bike in a residential area.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,89
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""poor"",
""notes"": ""A baby is laying in a crib, facing away from the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is sleeping in a crib.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,90
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is making a craft project at a table with a wooden surface. He is focused on his task and appears to be enjoying the process.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young boy is painting a picture with a brush and glue.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,91
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing in a sprinkler on a sunny day.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is playing with a dolphin toy in a pool of water. The child is not vocalizing but is engaged in play.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,92
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman is standing in a nursery, holding a baby. The room is furnished with a couch, a chair, and a dresser. The woman is wearing a white shirt and appears to be in the process of changing the baby's diaper.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman is standing in a room with a baby in a crib. She is not facing the camera and is not vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,93
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A woman and a child are sitting on a couch. The child is looking at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is visible in the scene, but they are not vocalizing.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,94
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A child is sitting in a white chair in a dimly lit room.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is sitting in a white chair in a dimly lit room.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,95
,,,,"{
""child\_visible"": ""yes"",
""child\_vocalizing"": ""no"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A baby is holding a toy and smiling at the camera.""
}; {
""child\_visible"": ""yes"",
""child\_vocalizing"": ""yes"",
""n\_children\_visible"": 1,
""visual\_quality"": ""good"",
""notes"": ""A young child is standing in a living room, holding a yellow object and smiling at the camera.""
}",0,0,llava-hf/llava-1.5-7b-hf,0.0,96
