filename,audio_duration_sec,vtc_sec,babar_sec,n_utterances
default_14_18mo_42_000187__16d615910f232c6f72f48bb39d5a3c00.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000188__bd9acb95b1994b36ae304ebda6d9f4fc.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_000189__2a63ee1563a07de85ff200e84ca0da29.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_000190__e819935ac14e09a6109c9161dbb233b1.wav,30.0,0.24,0.2,3.0
default_14_18mo_42_000191__578a213529a034179da1dfd29983d0ab.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000192__88464737706b40b27eaca389d553a1b5.wav,30.0,0.24,0.19,3.0
default_14_18mo_42_000193__f788307127146f3dcd32688900bcd5be.wav,30.0,0.24,0.2,5.0
default_14_18mo_42_000194__9e95f98d6fb3819c77f55a19e49eab7c.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_000195__670878661954b51baf77deee16d184c4.wav,30.0,0.24,0.17,2.0
default_14_18mo_42_000196__e6953d7cdb2934ae4ec9972c689a0982.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_000197__1ca99b8879ec0b190afc30ed064eb2b1.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000198__fbdcc86dcc4803fa9b9ecbd26668c1a7.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000199__ee491a9a95f3a61910e0892d287acca4.wav,30.0,0.24,0.18,5.0
default_14_18mo_42_000200__984e28495e84a02911476f4148e9c77d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000201__8944aaf5ac39c50861e545191671f9a1.wav,30.0,0.24,0.17,2.0
default_14_18mo_42_000202__5b8ee165a2e4b6409309141cf8af4568.wav,30.0,0.24,0.18,2.0
default_14_18mo_42_000203__c5eeedcc50f757eb4b25e8e804e94fdb.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_000204__717074fac59cebebfa66fefa17318f3a.wav,30.0,0.24,0.37,2.0
default_14_18mo_42_000205__2ca03a478cb9ac6c8a39a52610c975ef.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000206__408020ec4617a18d004b004a8d14e97f.wav,30.0,0.24,0.34,1.0
default_14_18mo_42_000207__21f2d1091cbbafcef889acb177f439ce.wav,30.0,0.24,,
default_14_18mo_42_000209__d6637e21a8b249af51949a63aa0737b1.wav,30.0,0.24,0.33,2.0
default_14_18mo_42_000210__b5588b041ecbb5c8dadfb57cca08f749.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000211__23783e736453b310c69a2794ffa174e6.wav,30.0,0.24,0.35,4.0
default_14_18mo_42_000212__6fe4ccd94ec29f57465bf242da45abe2.wav,30.0,0.24,0.35,3.0
default_14_18mo_42_000213__8fa2eaaf31d8688ebcd7778ddb85e8c4.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000214__96c89ef6a51e79b156365a59f61d7b0a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000215__c04649dd7cdcc53a07432df85a4d7dad.wav,30.0,0.24,0.35,1.0
default_14_18mo_42_000216__f47c61a46e19008e75ded83ce4f8a2e4.wav,30.0,0.24,0.36,1.0
default_14_18mo_42_000217__bce26d9c57454850d47f259837b658f8.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000219__72e200b75b38fa7aa0f04c68889d869c.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_000220__6cc5a8e66387734c67c2cc44d59e3693.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000221__af704f44583f91cb15206e59650dcd30.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000222__e7ff59f9d9ccb80146cc4cc6ac734150.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000223__68541dd3310b7b357be6989e27c06d40.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000224__b011ecbf8822f8b6c61ac3016f6707b4.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000225__6d04d66a788dd7a0d6a8152eddf89a91.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000226__b629f298258f53d73223c4503bd04362.wav,30.0,0.24,,
default_14_18mo_42_000227__adf5e6da1da54b19a680390501a512a5.wav,30.0,0.24,0.33,4.0
default_14_18mo_42_000228__1d05b8a4ce1fe35a7e65accc630f6f81.wav,30.0,0.24,0.31,4.0
default_14_18mo_42_000229__7286369dd034908722009295b40b0e7e.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000231__0a992a44072be42477cd8943c8b7ef57.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_000232__0ac7e2431f8db312e23d6a75cb0debe6.wav,30.0,0.24,,
default_14_18mo_42_000233__d4bc0e5c948fdcfca94ac51082bcfd37.wav,30.0,0.24,,
default_14_18mo_42_000234__40cb0ea78a2433a971154acb0cf5ed36.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000235__d650d772a5b3591703903cc316b2b0ac.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000236__e0b54e16f870871bb5704c09327c470f.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000237__daea2b9ada71536fe4a5911ac893adeb.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_000238__76e54b5477eaaef206e82f23a35c8d80.wav,30.0,0.24,,
default_14_18mo_42_000239__5110e30f2121d52dcb3cd41469d0fd57.wav,30.0,0.24,0.33,6.0
default_14_18mo_42_000240__b6f67b2868a668f83e38fa077919016c.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000241__2bab93b7bc77ec3c8abca20fd627e4c0.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000242__aa772557a2f7732e668d90106614842d.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000243__c1a9c391392078792d814e75cac835b1.wav,30.0,0.24,0.32,1.0
default_14_18mo_42_000244__f1505df7450ff1e4d2b2c85f50e7436a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000245__a6444c519bc93d6a3073d37354644c78.wav,30.0,0.24,0.3,2.0
default_14_18mo_42_000246__7f84add22ba56bc24a431932c8d4330b.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000247__f8599867fb929e106d3a0e4892dd8b5f.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000248__354d7cc11aa4eca54e4375f4974984d5.wav,30.0,0.24,0.31,2.0
default_14_18mo_42_000249__92e1cf43af5455ca10c299759ec621d7.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000250__e20682e738b7a9111eb9195faefb3a1a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000251__36cc4518b9c7880866cc8aaba8396969.wav,30.0,0.24,0.32,2.0
default_14_18mo_42_000252__aa74ce25b95f4ffdb2ece81a63eae9f3.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000253__876940ee776e2b6f9481c9205353632c.wav,30.0,0.24,0.33,4.0
default_14_18mo_42_000254__3fe7ca5f9c7efc254c61dfc1667ff6c6.wav,30.0,0.24,0.33,1.0
default_14_18mo_42_000255__1b770f91a0922cd63ebe30d0af59f80e.wav,30.0,0.24,0.35,4.0
default_14_18mo_42_000256__285abf158959f59cf4d7a2a71797b6af.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000257__86411f40a063180735f4b5bc4bf343fb.wav,30.0,0.24,0.32,1.0
default_14_18mo_42_000258__4d04dc78148e51768796d83edc9521cc.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000259__23b1430f1e2b384eb6dc0b06351edbe2.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000260__3854601b701262c271cbf9ce59a9550d.wav,30.0,0.24,0.32,2.0
default_14_18mo_42_000261__740fbf8befc97d2c03b04f454a1ef537.wav,30.0,0.24,0.36,3.0
default_14_18mo_42_000262__ce99139b4ed2c28a5f2c496694a7c88e.wav,30.0,0.24,0.34,3.0
default_14_18mo_42_000263__7d97ab4004babf35b09ef27149d916ac.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000264__4ea0083ff82d2f54758354ef4c43bfe9.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000265__1b1e08798e2a4a284acb9de59d07ab70.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000266__6a538d36a61df52d04d1c1e545f6ecc7.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000267__89417be97a8a435a410d0130f149deaf.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000269__718ba91970b3bccfa9068f55106b2ca0.wav,30.0,0.24,0.32,1.0
default_14_18mo_42_000270__688105dc72df2a32ba664acd2951f41e.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000271__91771ccde38b47564cf8f8d25ddc5b20.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000272__a409639aa264fbcd12c5ea492e70d205.wav,30.0,0.24,,
default_14_18mo_42_000273__b652874cc5d68cfbae8f51450d3ecfa5.wav,30.0,0.24,0.32,2.0
default_14_18mo_42_000274__19a5c718fc3f0f8dd0912548b456e0f7.wav,30.0,0.24,,
default_14_18mo_42_000275__61b75c1cc8ed409b02ee0acbdb83b4ac.wav,30.0,0.24,,
default_14_18mo_42_000276__6e9a2888fb319ad55442cdf8e61f91e4.wav,30.0,0.24,,
default_14_18mo_42_000277__4bc820e68d1b32aaee556d628e6eb1d2.wav,30.0,0.24,0.31,2.0
default_14_18mo_42_000278__b5afd86dfeb014d85f4df1dd2f4aa266.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000279__efe67eb7e8bbc680774d411cb48f0f21.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000280__855ad6282f0eea001d1baa9f1bd6c83a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000281__cb75c3ce41d87f806cfc958a97a1348f.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000282__071612a4d8223b66c9899cf77bbeb67c.wav,30.0,0.24,0.33,1.0
default_14_18mo_42_000283__9304b32289c679d2f9447118440ca83a.wav,30.0,0.24,0.33,4.0
default_14_18mo_42_000284__cab092f35fe7c623f96bafee1c753a60.wav,30.0,0.24,0.3,2.0
default_14_18mo_42_000285__dc19176ea2a8b1dc66d018934dddbc57.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000286__e647786033d7d7a3f2945155d96da584.wav,30.0,0.24,,
default_14_18mo_42_000287__fbd19e95a5ce82e40f4c600c8982392e.wav,30.0,0.24,0.32,1.0
default_14_18mo_42_000288__fcd4333608d8bc0d333cc5fc4b5e2fff.wav,30.0,0.24,,
default_14_18mo_42_000289__60375dae64ef19b8ddf6b94e1dd91272.wav,30.0,0.24,0.33,2.0
default_14_18mo_42_000290__a713b06b1c00756f6de9b62731576f05.wav,30.0,0.24,0.32,1.0
default_14_18mo_42_000291__3e98b1c617b703984e5ecb34593dca01.wav,30.0,0.24,,
default_14_18mo_42_000292__188a030d0b1705e38e56e5a98922849c.wav,30.0,0.24,,
default_14_18mo_42_000293__a74a5413b8ee8b9f4cba2b06d33df464.wav,30.0,0.24,0.32,1.0
default_14_18mo_42_000294__dcaa8eb51e47d975723cf5067d363d1e.wav,30.0,0.24,,
default_14_18mo_42_000295__37405a203559a0274964c50eb098c27c.wav,30.0,0.24,0.27,2.0
default_14_18mo_42_000296__75be051e5bee3c50e49f58b79a41a6cd.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_000297__3e06e38e2c1ed108e2d678189501c8f8.wav,30.0,0.24,0.22,2.0
default_14_18mo_42_000298__338c38380a2c4b61021ca28b82a50c05.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_000299__7d6d6796e729de6188ce6453a80bb07f.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000300__9514c9fd86d7bf33655b6970436f4c81.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000301__0df59f6ab577c3a488d87889b9c5baa7.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000302__27bbe33889bf2f6dc33212346cd4c007.wav,30.0,0.24,0.17,1.0
default_14_18mo_42_000303__7c2252f188fef484f78379915bfd8467.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000304__543b0db1c350df3cf44c9211a8b0aaa5.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_000305__9a66e120c999af22637b1cd982637643.wav,30.0,0.24,0.23,3.0
default_14_18mo_42_000306__26d58392792b03f6977fcb5396b00773.wav,30.0,0.24,0.21,3.0
default_14_18mo_42_000308__ea10d648dfb749f1b4163e2fcc61f52e.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_000309__9665d9eacd714d09a2d387406b62bdcf.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_000310__4588780b4b56789b58bfc85c2dca6562.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000311__6e677ee264588f514aedc0fbfb001fe4.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_000312__4dfdde9e06ee05e3eea3668b444c9f10.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_000313__a0d470ac6833f923a509fca852ef8035.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_000314__0bbe6270b339b6a56b86caf4ae4f8c8f.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000315__a4c24468937b83681f06cfff0e5ba529.wav,30.0,0.24,0.2,1.0
default_14_18mo_42_000316__2a083cd08bc506bc973a111a95c9aaca.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_000317__9b08031cc4796d2cd98bc284b3e41c24.wav,30.0,0.24,0.17,1.0
default_14_18mo_42_000318__1ffba749b2262d506400996384eb8619.wav,30.0,0.24,,
default_14_18mo_42_000319__20fa8e804bb8d122a86b3e66d852d7e4.wav,30.0,0.24,0.21,2.0
default_14_18mo_42_000320__77bb3c26287040bfc911bd46a02a52cc.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000321__f6ce069f90b514e33d20c5b62f4d1cd0.wav,30.0,0.24,,
default_14_18mo_42_000322__42a30003a7001e4abd5f0c7e56f8cb60.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_000323__98ffb4c6767409c3954f1bc248a568db.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000324__1afc42081cad3bd263028e37f06f813d.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_000325__b9df78b414474e8835ea139ec779de05.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000326__7a42d9cc1b3b8c6a08b5ab5244708eaf.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_000327__6f269298d0e5cbcceaf3f773faf783ce.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000328__70e09241f630fb6db8ff4b89614cd86a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000329__6ac1434c1c32b02a45a3d59aac28553c.wav,30.0,0.24,0.18,3.0
default_14_18mo_42_000331__530935e8b569649d9b8193c5a4744c38.wav,30.0,0.24,,
default_14_18mo_42_000332__b68aba56488ece9216f4dd4ce51a2c9c.wav,30.0,0.24,0.2,3.0
default_14_18mo_42_000333__95a592f78c2db1b0c63f22575a5f1793.wav,30.0,0.24,,
default_14_18mo_42_000334__27a8a673f43e788a1b8f9cf2333c407d.wav,30.0,0.24,0.21,3.0
default_14_18mo_42_000335__928749bcd4019f647e8ffbfe97622597.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_000336__54f54b804902a710a2b75d7a62068fd0.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000337__dc62c8db53b0d0745253f984f0b42a3a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000338__978e56f1cdfc798520ac7eebd6b68876.wav,30.0,0.24,0.2,3.0
default_14_18mo_42_000339__7668813987db8c6211e208168fb90d19.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000340__e765f4e079d7cdb1e067eaa816c2f4e7.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_000341__ae443a38d2b81a81f5ed241f99a4ba2e.wav,30.0,0.24,0.2,4.0
default_14_18mo_42_000342__679a856b62e5856eeb73d2b55b3c51fa.wav,30.0,0.24,0.16,1.0
default_14_18mo_42_000343__1d3905fd2cafd7b522646d55876f7a27.wav,30.0,0.24,0.17,3.0
default_14_18mo_42_000344__f232d1585d0815a6b7cbdc31b00175dd.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000345__c5f11f07ca99f75bfdaad05617ee7321.wav,30.0,0.24,0.18,2.0
default_14_18mo_42_000346__e06358b5868b5ff20de74bd7ded78a13.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000347__9dd8b0c61fc97148ffb5349e772659bf.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_000348__efc790b7ab352ff2b8f4ea6befcefa34.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_000349__501b5bd737ba275e08406e90e0c928e2.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000350__d78555ffa2d3658c49b7a9bd8df73ab2.wav,30.0,0.24,0.18,2.0
default_14_18mo_42_000351__c80305454db21407e9f7d0d912a413d2.wav,30.0,0.24,0.2,1.0
default_14_18mo_42_000352__99156c8f0c4c4407e0ab573198e6112e.wav,30.0,0.24,0.19,3.0
default_14_18mo_42_000353__4e7aba9544b7dd1d3bb413c26db419fd.wav,30.0,0.24,0.21,5.0
default_14_18mo_42_000354__6616e211264afc7b4e0f86e5b4de33f6.wav,30.0,0.24,0.21,1.0
default_14_18mo_42_000355__cb8d5d1480ff0baa8ceb0f580a4ea7c3.wav,30.0,0.24,0.21,3.0
default_14_18mo_42_000356__7da180b4dee421e7f2f9b91628564017.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000357__4382f91aab9f89f7e97a9cefd7801f74.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000358__88e4e4761e39d1b5afe810d61ca0c0bc.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_000359__3266d9d8fd6cf4a0392dddbee0c08bdf.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000360__1ed2a8709ead9ec015509b8d257a53bc.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000361__ac8d51d4e699b2dc55db5752c74d323d.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_000362__d929b6a5be5cfb56fa87d68394a3eb1a.wav,30.0,0.24,0.18,3.0
default_14_18mo_42_000363__df18f2af82133986f40bc3c781987f39.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000364__d224e44a3666b9af7b6ffd75c5f89319.wav,30.0,0.24,0.2,3.0
default_14_18mo_42_000365__624fa9d4b7d3756a4acaa481dc13d262.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000366__ad84967b529a61ca1c68b7f1f6644936.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000367__ec2119d9432c5853f7236e5483a05d5d.wav,30.0,0.24,0.19,2.0
default_14_18mo_42_000368__d355061e06d9f4350c7107716454d7ed.wav,30.0,0.24,0.17,1.0
default_14_18mo_42_000369__11d300d8d904c58a444cb0adbb79a9ff.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_000370__758e8800b9af8b44731eca9e1c9eaf98.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_000371__32d616c3bad3415f381fcf4f8b83a3d5.wav,30.0,0.24,0.18,3.0
default_14_18mo_42_000372__49836bec9ff5d4f53e096a0e3425d0d2.wav,30.0,0.24,0.17,1.0
default_14_18mo_42_000373__43371c91603587e1e6b9c841d62baed3.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000374__36fe714117ad759ec76f92bbd2b071f1.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_000375__22321426464fa5173cf2bcd1054face0.wav,30.0,0.24,,
default_14_18mo_42_000376__d573c3ceb0c4de146fd35db72282e02f.wav,30.0,0.24,0.17,3.0
default_14_18mo_42_000377__2546c14b3b8f6b9ab1175140fc2bccf8.wav,30.0,0.24,,
default_14_18mo_42_000378__142979800b21600d2ac9321cdbcb1d9a.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000379__90679a26d8a73fd46135e9214542b643.wav,30.0,0.24,0.17,1.0
default_14_18mo_42_000380__cc3a03041c1e9aedc3670eddd7c532e4.wav,30.0,0.24,0.2,3.0
default_14_18mo_42_000382__10728a086010633aad99257af201c68f.wav,30.0,0.24,0.18,2.0
default_14_18mo_42_000383__14cf04bb99e97b6950c9fa9a898cc216.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000384__61c90a22fa1bace5cbcb97be9f9cf315.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000385__14822eacebee26e924a6fa45a60a2b79.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_000386__374f3e8ee943e52050719d40ddf941df.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_000387__5eec46801a992251aaaeb979f09706b8.wav,30.0,0.24,0.16,1.0
default_14_18mo_42_000389__bff388b0244e0174c70b85c7c91334cc.wav,30.0,0.24,0.2,2.0
default_14_18mo_42_000390__63397ed3d2a28e03eab9fe9db7fde726.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000391__adef9f445bab417abb376f24970fc3d3.wav,30.0,0.24,0.18,1.0
default_14_18mo_42_000392__1934ed2b085f56107e2f7bea9f421bfc.wav,30.0,0.24,0.17,1.0
default_14_18mo_42_000393__1c23c30decba9b562e5b43d13ac8f0ef.wav,30.0,0.24,0.2,3.0
default_14_18mo_42_000394__90163265e44785bdc3ca44849ae452b5.wav,30.0,0.24,0.17,2.0
default_14_18mo_42_000395__5efa9873c49ce97a210861ba71086bee.wav,30.0,0.24,0.19,1.0
default_14_18mo_42_000396__41989ad8414b403cd3ff0af2c667f022.wav,30.0,0.24,0.27,1.0
default_14_18mo_42_000397__d6924edfbe8c505cb3c2584683950e78.wav,30.0,0.24,,
default_14_18mo_42_000398__4641f92b3c97bfd99853e8e066ccd5e3.wav,30.0,0.24,,
default_14_18mo_42_000399__9883eea2caeb0eea8a7116880c7803b1.wav,30.0,0.24,0.28,1.0
default_14_18mo_42_000400__5aa18a0085b5f9aadfa7cbdfa9d226a5.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_000401__81ea25c5375469665d52cd9f34da88a7.wav,30.0,0.24,0.32,5.0
default_14_18mo_42_000403__c94789700adddca735d731c0003aa1fc.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000404__581a128215a574ebe0c6880c9f9ab34e.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000405__0fad0a887fda38571a83e36d22dfa215.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000406__0b2e505bc3a9c9d96029930db3fb6450.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000407__cc8f10c2fee885820e6dede7f3641b7e.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_000408__79c2e0d6b3d7251435b30952b4601cb8.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000409__73c618137eab8e1673aa492bc207a7cd.wav,30.0,0.24,0.32,5.0
default_14_18mo_42_000410__1b9a8c966d556353b0b894e3f93d8f07.wav,30.0,0.24,,
default_14_18mo_42_000411__fbac65de98143c7a8df3505f53f72ab9.wav,30.0,0.24,0.31,2.0
default_14_18mo_42_000412__e78b5189c25e79ebf025d682bf072afe.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000413__d4fd241b7caa60cd03cb1bac5bcfcbc0.wav,30.0,0.24,0.3,2.0
default_14_18mo_42_000414__761b8c2a887437a14f36aabdfa58940a.wav,30.0,0.24,0.31,3.0
default_14_18mo_42_000415__0811027f6f3f1011d04834f04309ae14.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000416__953c91e138c69a0fb4e27fe763acaa6c.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000417__4c605250d151167989fa5fba161cf977.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000418__d7d270dd685a9751cd9f641848a7354b.wav,30.0,0.24,0.33,2.0
default_14_18mo_42_000419__943a91b763995380fc8e953adc23ccba.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000420__8f43bb7bf395f4bc286b0d6956698b31.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000421__7c44cb4a9b4f625ab789b2cb21ede0ed.wav,30.0,0.24,,
default_14_18mo_42_000422__949ade95482479a890251d2e493b009b.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000423__a89628ecb9dd10f879db1bda15ffd650.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_000424__80abec86856b33f9de314adfa3259ab2.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000425__6f2a5e6b2af6e487d49bb3e3150f38ea.wav,30.0,0.24,0.32,2.0
default_14_18mo_42_000426__bb2360291a3620196e5782ee10d0acb3.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000427__097c8402a74956604e3f153c15dfc4e5.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000428__bc2d8b134c8f5516a2120aeb950a9f67.wav,30.0,0.24,0.3,2.0
default_14_18mo_42_000429__fa1b42fb39b8d09daf2b9ab2e84b9f1b.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000430__13417b26faa7a7587180f962eab008e8.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000431__20af17f5a998f78d1154c28db69f8152.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000432__db92c01a8e5612d0897c0249b5ff7944.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000433__48d1bb547f1942dea440d03ec1489ae5.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000434__728c6b17f47545d869224c7b4a0c6249.wav,30.0,0.24,0.31,2.0
default_14_18mo_42_000435__1adf43adaa30eaf8b8143f11a5863990.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000436__3aa48c4d4e73e7c4f82a2e2e154beaf5.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000437__1fee5fa5d36f3a6d0b48aab1bcdff093.wav,30.0,0.24,0.32,3.0
default_14_18mo_42_000438__0a32e415b08d1ae454752f6ba0278d1d.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_000439__e5174960b13118555ee99507c232348d.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000440__3348f828a5a5eb317be6ed4894ffd546.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000441__573efb0febf4eb6ea26ca906f3065e06.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000442__cf48793ad47e376a7c35a8989a341e11.wav,30.0,0.24,0.32,3.0
default_14_18mo_42_000443__7b1b5854c91690fd49ea738823bb1356.wav,30.0,0.24,0.31,1.0
default_14_18mo_42_000444__b0c84df446a0591e06e4ee2566f11c7a.wav,30.0,0.24,0.31,2.0
default_14_18mo_42_000445__c6bd3cac6199f487e085b4d93f9bf347.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_000446__1e391ef4382e0498eb10bb7e712f059b.wav,30.0,0.24,0.3,1.0
default_14_18mo_42_000447__eb0e932a54c072d27ade3bd952093a3b.wav,30.0,0.24,0.29,1.0
default_14_18mo_42_000448__942c07cdf0341d77cba741aa14ecc0ef.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000449__0afd85ef4452310b8ba4354788cda027.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000450__c1c9abadd8e875dc113fef0c0e138dd5.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000451__27b10a31c811c38e686cd890f07c570f.wav,30.0,0.24,0.0,0.0
default_14_18mo_42_000452__5f7d86bfe343cb5c74383fbd785453d2.wav,30.0,0.24,0.33,3.0
default_14_18mo_42_000453__ac2531f9c0dd045636516c8de0649b1d.wav,30.0,0.24,0.32,3.0
default_14_18mo_42_000454__c5f365d7b0991e64f20d269d1a3f0cb2.wav,30.0,0.24,,
default_14_18mo_42_000455__7c94e4b2a611f9853d8b6cd4acbe3829.wav,30.0,0.24,0.32,1.0
